"ENSEMBL","SYMBOL","sexBias","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000022113","Trim52","Sperm-biased",29.8521334442461,5.32168002290877,1.41121218160794,1.40833054506875e-06,3.14191857841634e-05
"ENSMUSG00000022429","Dmc1","unbiased",507.386419529687,1.48214372989809,0.221248349140171,1.53034102669673e-12,8.67484741990372e-11
"ENSMUSG00000022432","Smc1b","unbiased",375.720388555464,2.56063440392079,0.56940453804637,7.3845214411963e-08,2.13017794594509e-06
"ENSMUSG00000022652","Morc1","Sperm-biased",1147.73492311792,3.44429851733942,0.549788009753377,1.78289290501492e-12,1.00111118591027e-10
"ENSMUSG00000022768","Ccdc116","Sperm-biased",111.073521217622,0.713263866375002,0.348039745694224,0.000636943470370871,0.00662391532145735
"ENSMUSG00000023403","Stk31","unbiased",77.6526523469021,1.20447668934018,0.643121413344667,0.000556520786447168,0.00595044021724588
"ENSMUSG00000025977","Boll","Sperm-biased",47.3896948633221,1.00744492455164,0.373622380224459,0.000107707984122797,0.00145809989726813
"ENSMUSG00000026807","Ak8","Sperm-biased",26.7569648554137,0.90443545002516,0.475941127286126,0.00072726792974015,0.00742062637339435
"ENSMUSG00000027794","Sohlh2","unbiased",775.181727489417,5.09418228138558,0.596582833339867,1.66860673286773e-18,1.7123357369015e-16
"ENSMUSG00000027855","Sycp1","unbiased",297.206240052919,5.20876134013413,0.577169031347626,2.51476464636973e-20,2.87843830292166e-18
"ENSMUSG00000028109","Hormad1","unbiased",448.335840959251,5.3811829497286,1.04650235212643,1.13051588281241e-08,3.65036014529809e-07
"ENSMUSG00000030491","Tdrd12","Sperm-biased",1604.46784080388,5.0514002194076,0.297879653431378,3.27314425336958e-65,1.66986467966192e-62
"ENSMUSG00000031651","Triml1","Sperm-biased",685.248886591611,2.81174209931495,0.474837328009788,2.14632403795091e-11,1.06457672282365e-09
"ENSMUSG00000033794","Lpcat2b","Sperm-biased",4.96426362293216,3.82270236265276,1.94325292320198,6.3147999999187e-05,0.000917470047181027
"ENSMUSG00000034151","Zbbx","Sperm-biased",26.3687158257371,5.5731735764702,1.2508724621557,1.89103147446945e-07,5.06240749747024e-06
"ENSMUSG00000036743","Psma8","Sperm-biased",437.499986593406,2.42635092732364,0.309569597552089,8.84148010113939e-17,7.77701816186921e-15
"ENSMUSG00000037108","Zcwpw1","unbiased",1109.73249512646,1.02442369448938,0.11559137743905,7.84041926545882e-20,8.58886665055415e-18
"ENSMUSG00000039224","D1Pas1","Sperm-biased",809.029008954101,6.09850156182458,0.337613380231707,8.16910766937405e-74,5.40250320534604e-71
"ENSMUSG00000040629","Mael","Sperm-biased",344.316896159778,1.84602591695694,0.351292477156034,7.06335595714684e-09,2.36629050601902e-07
"ENSMUSG00000044566","Cage1","Sperm-biased",14.9804750050046,0.985610846508674,0.569740101107093,0.00095101273292955,0.00931814036649717
"ENSMUSG00000044595","Dnd1","unbiased",169.278416335964,2.00129040431158,0.172463643634456,2.41179560728321e-32,5.06647321925283e-30
"ENSMUSG00000045257","Morn2","Sperm-biased",53.0418994196989,1.87026414563352,0.313809887431187,1.31725346992878e-10,5.95465264786034e-09
"ENSMUSG00000046000","Naa11","Sperm-biased",167.408318744205,6.01916898051617,0.65711511496309,6.28118597333909e-21,7.52730582147267e-19
"ENSMUSG00000046323","Dppa3","unbiased",510.062980897109,4.131673063856,1.57179659677057,1.78427177710345e-05,0.000300849450915573
"ENSMUSG00000046337","Fam178b","Sperm-biased",217.523185239007,1.5886399427798,0.324515985368464,5.21444728832572e-08,1.55700954482181e-06
"ENSMUSG00000047674","Pdha2","Sperm-biased",94.6541336499955,3.46499739956814,1.0393265185452,3.32893813088579e-06,6.72415376301998e-05
"ENSMUSG00000050197","Rhox13","unbiased",36.9846532107436,3.87723867082977,0.741899125461097,1.48773120623006e-09,5.60441527815274e-08
"ENSMUSG00000051257","Trap1a","unbiased",2017.94872927791,1.83453693939399,0.213989939261648,6.51457407978475e-19,6.72394420627957e-17
"ENSMUSG00000053211","Zfy1","Sperm-biased",58.7635081143433,4.53514491250643,1.46350183468504,6.63158461036448e-06,0.000123734142949497
"ENSMUSG00000055403","4933427D06Rik","unbiased",90.4240251463457,4.67648932371889,0.706318692564258,1.69921370612987e-12,9.57134382859776e-11
"ENSMUSG00000056436","Cyct","unbiased",536.056797032461,1.55131253127201,0.281549345249778,2.23801745567943e-09,8.12236579036827e-08
"ENSMUSG00000058328","Xlr5a","unbiased",193.182743869848,1.56971723958668,0.549297824144689,5.32517916343662e-05,0.000799045370943901
"ENSMUSG00000058550","Dppa4","unbiased",2375.62996363199,0.716437714078303,0.134292724636581,2.15967357352369e-09,7.88612092614293e-08
"ENSMUSG00000060176","Kif27","Sperm-biased",35.6924681557715,1.37483244524068,0.442075542175423,3.3568989566823e-05,0.000529512259456883
"ENSMUSG00000060445","Sycp2","Sperm-biased",128.039436660819,2.29755030267326,0.29207890816515,1.03679206577451e-16,9.03071176900958e-15
"ENSMUSG00000060461","Dppa5a","unbiased",6467.81537890203,5.1528264360832,0.293304438712719,8.59070869552408e-70,5.11318981557593e-67
"ENSMUSG00000060499","Rpl10l","Sperm-biased",708.984386590987,5.5481242491524,0.407401937149696,5.45198765381549e-43,1.90883708914763e-40
"ENSMUSG00000062170","Fmr1nb","unbiased",518.765346934801,1.80072816836147,0.117722603921491,5.99768608275607e-54,2.43397006122028e-51
"ENSMUSG00000067702","Tuba3a","Sperm-biased",1371.76331841326,4.95490876992207,0.364935722856001,9.37257967741746e-43,3.15767514565974e-40
"ENSMUSG00000069041","Slc25a31","unbiased",48.2936142693928,1.18681601442787,0.599079394785744,0.000460237910169718,0.00506939296561021
"ENSMUSG00000070345","Hsf5","Sperm-biased",57.116213831425,2.20144699649324,0.479779446235844,1.00785232788406e-07,2.82959295073864e-06
"ENSMUSG00000070639","Lrrc8b","Sperm-biased",415.215706641007,0.688976845045504,0.249263129031446,9.98084161402243e-05,0.00137090698353834
"ENSMUSG00000070732","Rbm44","Sperm-biased",117.847942418754,4.45500632628504,1.25075335389192,2.17314964360444e-06,4.61400238242578e-05
"ENSMUSG00000071470","Ccnb1ip1","unbiased",165.715328765355,9.05489614946141,1.1763720571647,5.80215743026974e-17,5.31299092691776e-15
"ENSMUSG00000072479","Xlr5b","unbiased",150.112933367112,2.82761620305732,0.608975538063751,2.39557912964322e-08,7.41833965323965e-07
"ENSMUSG00000073894","Rbmxl2","unbiased",1423.53717100948,1.85230602775667,0.190667289767317,1.73334753295424e-23,2.36264530904053e-21
"ENSMUSG00000074212","Dnajb14","unbiased",417.129670283916,0.593386687023986,0.15413080995229,2.54614041060547e-06,5.31741323646447e-05
"ENSMUSG00000078653","Cntd1","Sperm-biased",227.755337690717,2.85091360825849,0.480327343925946,1.83150237960454e-11,9.26439277343304e-10
"ENSMUSG00000091490","Triml2","unbiased",1129.2516367859,2.23124657629193,0.286748525245125,2.41414232590176e-16,2.04298224508539e-14
"ENSMUSG00000092074","Dynlt1a","Sperm-biased",315.442922941329,1.01705068478575,0.125092983872442,4.00252599635818e-17,3.70306239331459e-15
