"ENSEMBL","SYMBOL","sexBias","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000025519","Tktl2","Sperm-biased",22.5884268863933,4.65624241729867,1.39560324954498,5.36271985829411e-06,6.99086872710978e-05
"ENSMUSG00000025977","Boll","Sperm-biased",47.3896948633221,2.41363097633186,0.462890318108412,1.15628867437807e-09,3.24387632957476e-08
"ENSMUSG00000027233","Patl2","Egg-biased",187.832720811457,1.25611377977774,0.358803229532275,1.85224600858569e-05,0.0002076754276217
"ENSMUSG00000027719","Adad1","Sperm-biased",13.3927729605848,1.55622491017938,0.685277779347666,0.000249686162965183,0.00197590662927125
"ENSMUSG00000027793","Ccna1","Sperm-biased",32.5294093202954,1.36339344645615,0.273274242030684,5.83188565727166e-08,1.17269798911968e-06
"ENSMUSG00000027794","Sohlh2","unbiased",775.181727489417,5.91026832307495,0.418898603266273,1.83737214465615e-46,6.45245724942997e-44
"ENSMUSG00000027855","Sycp1","unbiased",297.206240052919,7.42614783370365,0.797316150704066,1.16493903597485e-22,1.23170382158503e-20
"ENSMUSG00000027939","Nup210l","Sperm-biased",26.8581964999888,1.30128133362056,0.553530590166672,0.000318525393345421,0.00242513371487845
"ENSMUSG00000028109","Hormad1","unbiased",448.335840959251,5.51189113223263,0.50659876092477,1.04493665732734e-28,1.6844036313934e-26
"ENSMUSG00000028264","Spaca1","Sperm-biased",4.74765552358214,2.35680649436302,1.52336724612538,0.000461448402340083,0.00333266407654061
"ENSMUSG00000028610","Dmrtb1","Sperm-biased",76.0661251628721,2.11039117691353,0.540137770465569,9.39223024531654e-07,1.45553664306064e-05
"ENSMUSG00000028758","Kif17","Sperm-biased",14.5848003264798,0.564517299048173,0.436545799495313,0.0113924184500718,0.0460331418202406
"ENSMUSG00000028845","Tekt2","Sperm-biased",50.4464821672763,2.52588720917757,0.342898924751189,8.73582250059075e-16,5.30242855853758e-14
"ENSMUSG00000029848","Stra8","Egg-biased",12.7434643116621,1.14979526424306,1.03484702475297,0.00387982423636176,0.0193509062724551
"ENSMUSG00000030491","Tdrd12","Sperm-biased",1604.46784080388,5.42271357092554,0.209352532984105,5.30516741387596e-149,6.52071389758029e-146
"ENSMUSG00000031651","Triml1","Sperm-biased",685.248886591611,4.69267602374942,0.613166411008478,1.750800381402e-15,1.01268353825446e-13
"ENSMUSG00000031849","Comp","Sperm-biased",20.0084136247505,0.718769170341183,0.54097533743665,0.00727221080226256,0.0322979443625329
"ENSMUSG00000031898","Dpep3","Sperm-biased",14.0884593576461,2.54133642763108,0.946780200497879,3.38001223131418e-05,0.000348930816488319
"ENSMUSG00000032065","Tex12","unbiased",8.03292003698134,0.868775108908487,1.17653601204931,0.0105908176322024,0.0433463100010181
"ENSMUSG00000032493","Prss44","Sperm-biased",17.7683829779684,1.27925324977275,0.617699157601343,0.000586982177897124,0.00410059740312616
"ENSMUSG00000032852","Rspo4","Sperm-biased",10.2645462255129,1.48243785484149,0.600902692020357,0.00018674130319789,0.00154110552609723
"ENSMUSG00000033255","Gm5134","Sperm-biased",33.1589266071375,0.842405688172043,1.05818192830809,0.010874133047639,0.0442755073529748
"ENSMUSG00000033794","Lpcat2b","Sperm-biased",4.96426362293216,4.63857330262499,1.5595116353195,1.14382413143978e-05,0.000136082549116121
"ENSMUSG00000034151","Zbbx","Sperm-biased",26.3687158257371,2.96002425199053,1.13440387100479,3.62057449988489e-05,0.000370458991231719
"ENSMUSG00000036598","Ccdc113","Sperm-biased",12.8859757308861,1.43081021178612,0.805518209889024,0.000795689662283248,0.00526515238844629
"ENSMUSG00000036743","Psma8","Sperm-biased",437.499986593406,2.87987413262263,0.257464610869271,4.40849786911741e-31,7.95390083431771e-29
"ENSMUSG00000036928","Stag3","unbiased",1211.59370817461,1.02873927230482,0.139934838437169,3.37714373682622e-14,1.76166866653646e-12
"ENSMUSG00000037108","Zcwpw1","unbiased",1109.73249512646,1.40768617200501,0.105322512339755,1.43329166696667e-41,4.33647906501024e-39
"ENSMUSG00000037418","Best1","Sperm-biased",13.2120577743374,2.55499569113351,0.636830764983625,3.92881653943981e-07,6.64475301847165e-06
"ENSMUSG00000037910","1700018B24Rik","Sperm-biased",8.28171956987091,1.15971353006156,1.40627919596706,0.00537756966022941,0.0252459500926406
"ENSMUSG00000038057","Dbil5","Sperm-biased",4.66422164592294,0.852496932375399,1.19680841094511,0.0111796987857003,0.0453600074932084
"ENSMUSG00000039110","Mycbpap","Sperm-biased",23.9582607565796,0.517175870437526,0.380579242486893,0.0111514775299059,0.0452548405082811
"ENSMUSG00000039198","Ptchd3","Sperm-biased",25.2440603608577,3.10534973385449,0.783538354950914,5.63769023721945e-07,9.2085395519234e-06
"ENSMUSG00000039209","Rpl39l","Sperm-biased",109.028929239597,3.6248176221076,1.25323146982025,1.72542475610808e-05,0.000195237072805648
"ENSMUSG00000039224","D1Pas1","Sperm-biased",809.029008954101,5.63637280178973,0.288646347660952,4.58869923390312e-86,2.82004247293558e-83
"ENSMUSG00000039329","Tex19.1","unbiased",422.49361705999,2.01282415262982,0.299513499715827,2.17870366654997e-13,1.04758890724625e-11
"ENSMUSG00000039720","Got1l1","Sperm-biased",164.467094830583,1.76488381849306,0.398080106634096,2.46781653048994e-07,4.39204342883394e-06
"ENSMUSG00000040629","Mael","Sperm-biased",344.316896159778,2.6760686130447,0.277875245274752,3.30148126843012e-24,3.81923121323216e-22
"ENSMUSG00000040812","Agbl2","Sperm-biased",35.479386110721,0.931054398220983,0.403648790367785,0.000517537641178478,0.00367698527869073
"ENSMUSG00000040829","Zmynd15","Sperm-biased",52.8137507078914,1.56231668175357,0.302815935269001,1.53433660024864e-08,3.529153635145e-07
"ENSMUSG00000041673","Lrrc18","Sperm-biased",10.79000269397,2.96927866792971,0.714044647508943,2.34872303187773e-07,4.22156643719435e-06
"ENSMUSG00000041805","Pramel1","unbiased",21.0881092361423,3.01767561701183,1.11140955669327,2.7692420028945e-05,0.000294060006635654
"ENSMUSG00000041809","Efhc1","Sperm-biased",34.9793643076497,0.632919311039775,0.427078969622335,0.00615442959456003,0.0282194013538395
"ENSMUSG00000042628","Zfyve1","unbiased",707.395796491328,0.658055608112736,0.159598898610322,6.32578886770235e-07,1.0202922704433e-05
"ENSMUSG00000043648","Pld6","Sperm-biased",133.270956260531,0.562240717632656,0.242775474999114,0.000681134327504937,0.00463501303969277
"ENSMUSG00000044566","Cage1","Sperm-biased",14.9804750050046,1.45843958964384,0.3595622127548,2.40918950115993e-06,3.40122905454495e-05
"ENSMUSG00000044595","Dnd1","unbiased",169.278416335964,1.73623494113058,0.164496280131146,1.78059656904063e-27,2.53747913961978e-25
"ENSMUSG00000045257","Morn2","Sperm-biased",53.0418994196989,1.86965114416475,0.328849413429809,2.75845342687225e-10,8.5971069877765e-09
"ENSMUSG00000045467","Ttll13","Sperm-biased",25.7576930694231,0.671556343140718,0.418147122592287,0.00417866228221959,0.0205430445456038
"ENSMUSG00000046000","Naa11","Sperm-biased",167.408318744205,9.9026840420412,1.24167834281219,5.24653912472959e-20,4.44734648391949e-18
"ENSMUSG00000046192","Iqub","Sperm-biased",11.1771079407557,2.92672682955155,0.97483527673845,1.31112838836429e-05,0.000153707978198393
"ENSMUSG00000046323","Dppa3","unbiased",510.062980897109,3.99074680568369,0.457899660346042,2.24757264342969e-19,1.81896146525467e-17
"ENSMUSG00000046337","Fam178b","Sperm-biased",217.523185239007,3.44844789095879,0.338824535149141,9.70657707144711e-26,1.24764408292208e-23
"ENSMUSG00000046408","1700067K01Rik","Sperm-biased",14.0243765734976,1.13494066190942,0.581442892482584,0.000941518378554727,0.00606566503188668
"ENSMUSG00000047669","Msl3l2","Sperm-biased",98.2482863211998,0.549781642527755,0.335137086961513,0.00497649235595306,0.0236795786770319
"ENSMUSG00000047674","Pdha2","Sperm-biased",94.6541336499955,6.03875980664813,1.16956747592075,5.98968510347248e-09,1.49105249677076e-07
"ENSMUSG00000048731","Ggnbp1","Sperm-biased",78.5012622030747,0.505888192629517,0.336916760274766,0.00813930372892149,0.0352261327317276
"ENSMUSG00000049123","Catsperg2","Sperm-biased",6.81406497247688,0.937094198868775,0.980567953444455,0.00739073157349762,0.0326969393697547
"ENSMUSG00000049811","Fam161a","Sperm-biased",84.0890605097263,0.619091695999353,0.298215956167883,0.00124371971825915,0.00762199812380322
"ENSMUSG00000050050","Ccdc158","Sperm-biased",69.383461023449,0.96657162922949,0.247873210593632,3.96763384535291e-06,5.32974639362775e-05
"ENSMUSG00000050197","Rhox13","unbiased",36.9846532107436,5.04099901865592,0.618832500457111,3.24659314357249e-17,2.19407219111672e-15
"ENSMUSG00000051176","Zfp42","unbiased",3313.25972644018,1.05640787385607,0.157574923844731,3.30959494060453e-12,1.35034220128483e-10
"ENSMUSG00000051257","Trap1a","unbiased",2017.94872927791,1.64532354985889,0.203071220655151,2.98530320585486e-17,2.02444733952902e-15
"ENSMUSG00000051435","Fhad1","Sperm-biased",4.43485555301702,1.36625678922021,1.08690376469339,0.00215011214519905,0.0119177298330001
"ENSMUSG00000051582","Otud6a","unbiased",27.6169326188667,3.48338782502502,0.679905387656901,4.86348055269682e-09,1.24053448183315e-07
"ENSMUSG00000053153","Spag16","Sperm-biased",84.4827314857794,0.672219246380622,0.195061320311038,1.0938839766042e-05,0.000130615192980559
"ENSMUSG00000053211","Zfy1","Sperm-biased",58.7635081143433,7.09979279373636,1.16541141446026,1.14739584257919e-11,4.29803555050711e-10
"ENSMUSG00000054753","AU018091","unbiased",467.827990488997,2.20699359101083,0.548545810079134,5.00727956799691e-07,8.27505546085943e-06
"ENSMUSG00000055403","4933427D06Rik","unbiased",90.4240251463457,4.74300001239492,0.466810330947423,3.22434797990109e-25,4.038855246671e-23
"ENSMUSG00000056436","Cyct","unbiased",536.056797032461,0.588562848317163,0.29391903572191,0.00164330110136137,0.00956411940200435
"ENSMUSG00000057719","Sh3rf2","Sperm-biased",22.16986224655,1.53911912529612,1.0047896156416,0.00104623858559115,0.00660312195899727
"ENSMUSG00000058183","Mmel1","Sperm-biased",44.9656584128453,1.43932264765031,0.315412900610497,3.43920575087751e-07,5.9433585498029e-06
"ENSMUSG00000058328","Xlr5a","unbiased",193.182743869848,2.81209631673426,0.523392599930271,5.29467879672246e-10,1.5728875108209e-08
"ENSMUSG00000058550","Dppa4","unbiased",2375.62996363199,1.6687486912545,0.127292788622142,1.47905594754476e-40,4.15530203777359e-38
"ENSMUSG00000059970","Hspa2","Sperm-biased",219.164039606715,0.558095855629853,0.173367585279411,3.02702960007908e-05,0.000318406364461572
"ENSMUSG00000060445","Sycp2","Sperm-biased",128.039436660819,2.25781376686905,0.307913842019884,1.34275807878589e-15,7.88259115743384e-14
"ENSMUSG00000060461","Dppa5a","unbiased",6467.81537890203,5.29025214944999,0.190156328488615,2.2881205492023e-171,2.99987858137417e-168
"ENSMUSG00000060499","Rpl10l","Sperm-biased",708.984386590987,5.48636202859382,0.506771833328812,1.92272934108923e-28,2.93119342805123e-26
"ENSMUSG00000062170","Fmr1nb","unbiased",518.765346934801,2.30529881098956,0.114246570802309,6.15335439969895e-93,4.32185241515999e-90
"ENSMUSG00000062859","Tcp11","Sperm-biased",19.7133461242036,2.16498817731082,0.642079367693931,5.99633731726983e-06,7.70241474078566e-05
"ENSMUSG00000062939","Stat4","Sperm-biased",88.3832007342968,0.51187087545707,0.241460096692104,0.00147541921600072,0.00875017922251815
"ENSMUSG00000067338","Tuba3b","Sperm-biased",23.2075591320924,4.62253293186727,1.34440797492124,4.27828416624657e-06,5.70805538761229e-05
"ENSMUSG00000067702","Tuba3a","Sperm-biased",1371.76331841326,4.61307754244717,0.278079388053797,1.06940564127529e-62,5.12949544910241e-60
"ENSMUSG00000068048","Rhox9","unbiased",58.6908970958777,2.19003200009613,0.6667352209481,7.70955208959585e-06,9.65092625041323e-05
"ENSMUSG00000068117","Mei1","unbiased",15.2876600022407,0.936080620704328,0.646753281539955,0.00361151540602115,0.0182159687034655
"ENSMUSG00000068860","Gm128","Sperm-biased",49.1709083434223,2.6106713988543,0.418280620502596,2.4098401703243e-12,1.00406603367792e-10
"ENSMUSG00000069041","Slc25a31","unbiased",48.2936142693928,2.20064346742661,0.568303374466833,9.34306102229551e-07,1.45020235252142e-05
"ENSMUSG00000070291","Ddx43","unbiased",114.895733739797,0.942514133153486,0.312107566767442,7.03902969557775e-05,0.000664568209280999
"ENSMUSG00000070336","Fbxo47","unbiased",22.7778132215274,1.50244796777609,0.36981888366428,2.15891559553862e-06,3.08779884377182e-05
"ENSMUSG00000070345","Hsf5","Sperm-biased",57.116213831425,2.70361431134264,0.467761536022768,4.55993313441699e-11,1.60267980811807e-09
"ENSMUSG00000070708","Gtsf1l","Sperm-biased",218.643415673976,0.908292378733507,0.309096782585721,8.72651223726535e-05,0.000802316922197571
"ENSMUSG00000070732","Rbm44","Sperm-biased",117.847942418754,4.44671631086433,0.471031189845911,3.93459271961495e-22,3.92780205197704e-20
"ENSMUSG00000070837","Aurkc","unbiased",47.0060621915425,1.29009882715271,0.465194859166815,0.000124773220707169,0.00109150793807484
"ENSMUSG00000071470","Ccnb1ip1","unbiased",165.715328765355,7.12775492318973,1.16228771137978,8.63876180790757e-12,3.35088539870434e-10
"ENSMUSG00000071773","Rhox1","unbiased",17.3110422062499,0.912146119758729,1.23718684224783,0.00954060393790049,0.0398948579720925
"ENSMUSG00000072419","Dppa2","unbiased",1142.98220895267,1.84874793758663,0.350005427103159,2.90000389009212e-09,7.57390126195906e-08
"ENSMUSG00000072479","Xlr5b","unbiased",150.112933367112,3.8333862063526,0.5857742231066,2.52782981840957e-12,1.04657476229142e-10
"ENSMUSG00000072952","Gm5878","Sperm-biased",12.3381228502393,1.3057031489838,0.687341410421599,0.0007825925033983,0.00519989324180222
"ENSMUSG00000073894","Rbmxl2","unbiased",1423.53717100948,1.43352865066553,0.185214544743068,1.24487065370114e-15,7.39616857901227e-14
"ENSMUSG00000076430","Hus1b","unbiased",5.62196298855673,1.51079858019322,1.53843875443683,0.00264041024746324,0.0141257638538118
"ENSMUSG00000078653","Cntd1","Sperm-biased",227.755337690717,3.08817918647272,0.44460454976896,4.45904327001152e-14,2.3016153529671e-12
"ENSMUSG00000079022","Col22a1","Sperm-biased",81.645999112632,0.503753271933649,0.24830118157462,0.00198741362413935,0.0111478825819522
"ENSMUSG00000079608","Stard6","Sperm-biased",24.1372418065288,0.6232319786878,0.376879934953508,0.00404374595955712,0.0200095038842953
"ENSMUSG00000079681","Zglp1","unbiased",25.7999717770135,0.850503563981969,0.60157097756312,0.00460389567773385,0.0222511873063149
"ENSMUSG00000091490","Triml2","unbiased",1129.2516367859,3.38147051608687,0.28787532791888,2.73894925176247e-33,5.4963444882817e-31
"ENSMUSG00000092074","Dynlt1a","Sperm-biased",315.442922941329,1.0022798791499,0.120255704670268,1.41641883947701e-17,9.91291562176328e-16
